,Cause,Type,Year,Data Redundancy,Total Deaths,Source,Page at Source,Source URL,CategorizeCause
476,KLB Keracunan Makanan,Bencana Non Alam dan Penyakit,2011,1,4,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Keracunan
477,Konflik Sosial atau Kerusuhan Sosial,Bencana Sosial,2019,1,4,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Konflik Sosial
478,Ledakan Granat/Bom,Bencana Non Alam dan Penyakit,2007,1,4,Profil Kesehatan Indonesia Tahun 2007,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Ledakan Granat/Bom
479,Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2018,1,4,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.22,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Tetanus
480,Aksi Teror dan Sabotase,Bencana Sosial,2019,1,3,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Aksi Teror dan Sabotase
481,Angin kencang,Bencana Alam,2008,1,3,Profil Kesehatan Indonesia Tahun 2008,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Angin & Gelombang
482,Antraks,Bencana Non Alam dan Penyakit,2014,1,3,Profil Kesehatan Indonesia Tahun 2018,239,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Infeksi Hewan
483,Avian Influenza (Flu Burung),Bencana Non Alam dan Penyakit,2013,1,3,Profil Kesehatan Indonesia Tahun 2018,240,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Penyakit Nafas
484,Banjir dan Tanah Longsor,Bencana Alam,2011,1,3,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Banjir & Tanah longsor
485,Gelombang Besar,Bencana Alam,2012,1,3,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Angin & Gelombang
486,Kebakaran,Bencana Non Alam dan Penyakit,2019,1,3,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Kebakaran
487,Kegagalan Teknologi,Bencana Non Alam dan Penyakit,2008,1,3,Profil Kesehatan Indonesia Tahun 2008,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Kegagalan Teknologi
488,KLB Gizi Buruk,Bencana Non Alam dan Penyakit,2005,1,3,Profil Kesehatan Indonesia Tahun 2005,Lampiran 4.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Gizi Buruk
489,Antraks,Bencana Non Alam dan Penyakit,2001,1,2,Profil Kesehatan Indonesia Tahun 2004,39,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Infeksi Hewan
490,Antraks,Bencana Non Alam dan Penyakit,2003,1,2,Profil Kesehatan Indonesia Tahun 2008,52,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Infeksi Hewan
491,Antraks,Bencana Non Alam dan Penyakit,2009,1,2,Profil Kesehatan Indonesia Tahun 2016,194,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Infeksi Hewan
492,Avian Influenza (Flu Burung),Bencana Non Alam dan Penyakit,2014,1,2,Profil Kesehatan Indonesia Tahun 2018,240,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Penyakit Nafas
493,Avian Influenza (Flu Burung),Bencana Non Alam dan Penyakit,2015,1,2,Profil Kesehatan Indonesia Tahun 2018,240,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Penyakit Nafas
494,Banjir,Bencana Alam,2005,1,2,Profil Kesehatan Indonesia Tahun 2005,Lampiran 4.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Banjir & Tanah longsor
495,Banjir Bandang dan Tanah Longsor,Bencana Alam,2007,1,2,Profil Kesehatan Indonesia Tahun 2007,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Banjir & Tanah longsor
496,Banjir dan Tanah Longsor,Bencana Alam,2015,1,2,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Banjir & Tanah longsor
497,Campak,Bencana Non Alam dan Penyakit,2013,1,2,Profil Kesehatan Indonesia Tahun 2013,Lampiran 6.19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2013.pdf,Penyakit Infeksi
498,Gempa Bumi,Bencana Alam,2015,1,2,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Tsunami dan gempa bumi
499,Kebakaran,Bencana Non Alam dan Penyakit,2009,1,2,Profil Kesehatan Indonesia Tahun 2009,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Kebakaran
500,Kejadian Luar Biasa (KLB) - Penyakit,Bencana Non Alam dan Penyakit,2017,1,2,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,KLB
501,KLB Hepatitis,Bencana Non Alam dan Penyakit,2004,1,2,Profil Kesehatan Indonesia Tahun 2004,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Hepatitis
502,Ledakan Bom,Bencana Non Alam dan Penyakit,2008,1,2,Profil Kesehatan Indonesia Tahun 2008,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Ledakan
503,Letusan/Peningkatan Aktivitas Gunung Api,Bencana Alam,2011,1,2,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Gunung Berapi
504,Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2019,1,2,Profil Kesehatan Indonesia Tahun 2019,Lampiran 62.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Tetanus
505,Tsunami,Bencana Alam,2011,1,2,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Tsunami dan gempa bumi
506,Antraks,Bencana Non Alam dan Penyakit,2005,1,1,Profil Kesehatan Indonesia Tahun 2010,69,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Infeksi Hewan
507,Antraks,Bencana Non Alam dan Penyakit,2006,1,1,Profil Kesehatan Indonesia Tahun 2010,69,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Infeksi Hewan
508,Antraks,Bencana Non Alam dan Penyakit,2010,1,1,Profil Kesehatan Indonesia Tahun 2016,194,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Infeksi Hewan
509,Antraks,Bencana Non Alam dan Penyakit,2013,1,1,Profil Kesehatan Indonesia Tahun 2018,239,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Infeksi Hewan
510,Antraks,Bencana Non Alam dan Penyakit,2017,1,1,Profil Kesehatan Indonesia Tahun 2018,239,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Infeksi Hewan
511,Avian Influenza (Flu Burung),Bencana Non Alam dan Penyakit,2017,1,1,Profil Kesehatan Indonesia Tahun 2018,240,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Penyakit Nafas
512,Batuk Rejan,Bencana Non Alam dan Penyakit,2006,1,1,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Penyakit Nafas
513,Bencana kelaparan,Bencana Sosial,2006,1,1,Profil Kesehatan Indonesia Tahun 2006,Lampiran 4.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Bencana kelaparan
514,Campak,Bencana Non Alam dan Penyakit,2008,1,1,Profil Kesehatan Indonesia Tahun 2008,Lampiran 3.17,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Penyakit Infeksi
515,Campak,Bencana Non Alam dan Penyakit,2015,1,1,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Penyakit Infeksi
516,Campak,Bencana Non Alam dan Penyakit,2017,1,1,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.22,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Penyakit Infeksi
517,Difteri,Bencana Non Alam dan Penyakit,2005,1,1,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.18,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Penyakit Nafas
518,Difteri,Bencana Non Alam dan Penyakit,2006,1,1,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Penyakit Nafas
519,Gagal Teknologi,Bencana Non Alam dan Penyakit,2019,1,1,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Kegagalan Teknologi
520,Gelombang Besar dan Angin Siklon Tropis,Bencana Alam,2012,1,1,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Angin & Gelombang
521,Gempa Bumi,Bencana Alam,2011,1,1,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Tsunami dan gempa bumi
522,Kebakaran,Bencana Non Alam dan Penyakit,2017,1,1,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Kebakaran
523,Kecelakaan Industri,Bencana Non Alam dan Penyakit,2016,1,1,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Kecelakaan
524,KLB Antraks,Bencana Non Alam dan Penyakit,2005,1,1,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Infeksi Hewan
525,KLB Campak,Bencana Non Alam dan Penyakit,2013,1,1,Profil Kesehatan Indonesia Tahun 2013,Lampiran 6.21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2013.pdf,Penyakit Infeksi
526,KLB Leptospirosis,Bencana Non Alam dan Penyakit,2004,1,1,Profil Kesehatan Indonesia Tahun 2004,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Infeksi Hewan
527,Konflik Sosial,Bencana Sosial,2008,1,1,Profil Kesehatan Indonesia Tahun 2008,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Konflik Sosial
528,Letusan Gunung Api,Bencana Alam,2015,1,1,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Gunung Berapi
529,Longsor Sampah,Bencana Alam,2012,1,1,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Banjir & Tanah longsor
530,Tersambar Petir,Bencana Alam,2011,1,1,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Petir
531,Abrasi Air Laut,Bencana Alam,2012,1,0,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Abrasi Air Laut
532,Aksi Teror dan Sabotase,Bencana Sosial,2015,1,0,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Aksi Teror dan Sabotase
533,Aksi Teror dan Sabotase,Bencana Sosial,2017,1,0,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Aksi Teror dan Sabotase
534,Angin Puting Beliung,Bencana Alam,2017,1,0,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Angin & Gelombang
535,Angin Topan,Bencana Alam,2005,1,0,Profil Kesehatan Indonesia Tahun 2005,Lampiran 4.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Angin & Gelombang
536,Antraks,Bencana Non Alam dan Penyakit,2000,1,0,Profil Kesehatan Indonesia Tahun 2004,39,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Infeksi Hewan
537,Antraks,Bencana Non Alam dan Penyakit,2008,1,0,Profil Kesehatan Indonesia Tahun 2015,200,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Infeksi Hewan
538,Antraks,Bencana Non Alam dan Penyakit,2011,1,0,Profil Kesehatan Indonesia Tahun 2018,239,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Infeksi Hewan
539,Antraks,Bencana Non Alam dan Penyakit,2012,1,0,Profil Kesehatan Indonesia Tahun 2018,239,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Infeksi Hewan
540,Antraks,Bencana Non Alam dan Penyakit,2015,1,0,Profil Kesehatan Indonesia Tahun 2018,239,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Infeksi Hewan
541,Antraks,Bencana Non Alam dan Penyakit,2016,1,0,Profil Kesehatan Indonesia Tahun 2018,239,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Infeksi Hewan
542,Antraks,Bencana Non Alam dan Penyakit,2018,1,0,Profil Kesehatan Indonesia Tahun 2018,239,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Infeksi Hewan
543,Avian Influenza (Flu Burung),Bencana Non Alam dan Penyakit,2004,1,0,Profil Kesehatan Indonesia Tahun 2011,Lampiran 6.7,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Penyakit Nafas
544,Avian Influenza (Flu Burung),Bencana Non Alam dan Penyakit,2016,1,0,Profil Kesehatan Indonesia Tahun 2018,240,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Penyakit Nafas
545,Avian Influenza (Flu Burung),Bencana Non Alam dan Penyakit,2018,1,0,Profil Kesehatan Indonesia Tahun 2018,240,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Penyakit Nafas
546,Banjir Bandang,Bencana Alam,2005,1,0,Profil Kesehatan Indonesia Tahun 2005,Lampiran 4.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Banjir & Tanah longsor
547,Banjir Bandang,Bencana Alam,2007,1,0,Profil Kesehatan Indonesia Tahun 2007,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Banjir & Tanah longsor
548,Banjir Bandang dan Angin Siklon Tropis,Bencana Alam,2012,1,0,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Banjir & Tanah longsor
549,Banjir Bandang dan Tanah Longsor,Bencana Alam,2012,1,0,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Banjir & Tanah longsor
550,Banjir Lahar Dingin,Bencana Alam,2009,1,0,Profil Kesehatan Indonesia Tahun 2009,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Banjir & Tanah longsor
551,Campak,Bencana Non Alam dan Penyakit,2018,1,0,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.23,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Penyakit Infeksi
552,Cikungunya,Bencana Non Alam dan Penyakit,2006,1,0,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Demam Berdarah
553,Erupsi Gunung Api,Bencana Alam,2012,1,0,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Gunung Berapi
554,Gagal Teknologi,Bencana Non Alam dan Penyakit,2017,1,0,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Kegagalan Teknologi
555,Gelombang Pasang,Bencana Alam,2009,1,0,Profil Kesehatan Indonesia Tahun 2009,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Angin & Gelombang
556,Gelombang Pasang,Bencana Alam,2010,1,0,Profil Kesehatan Indonesia Tahun 2010,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Angin & Gelombang
557,Gelombang Pasang,Bencana Alam,2011,1,0,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Angin & Gelombang
558,Gelombang Pasang/Badai,Bencana Alam,2017,1,0,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Angin & Gelombang
559,Gelombang Pasang/Badai,Bencana Alam,2018,1,0,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Angin & Gelombang
560,Gelombang Pasang/Badai,Bencana Alam,2019,1,0,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Angin & Gelombang
561,Gempa Bumi dan Tsunami,Bencana Alam,2016,1,0,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Tsunami dan gempa bumi
562,Gempa Bumi dan Tsunami,Bencana Alam,2017,1,0,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Tsunami dan gempa bumi
563,Gempa Bumi dan Tsunami,Bencana Alam,2019,1,0,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Tsunami dan gempa bumi
564,Hepatitis A,Bencana Non Alam dan Penyakit,2018,1,0,Profil Kesehatan Indonesia Tahun 2018,195,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Hepatitis
565,Kebakaran,Bencana Non Alam dan Penyakit,2005,1,0,Profil Kesehatan Indonesia Tahun 2005,Lampiran 4.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Kebakaran
566,Kebakaran Hutan dan Lahan,Bencana Alam,2016,1,0,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Kebakaran
567,Kebakaran Hutan dan Lahan,Bencana Alam,2017,1,0,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Kebakaran
568,Kebakaran Hutan dan Lahan,Bencana Alam,2019,1,0,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Kebakaran
569,Kecelakaan Industri,Bencana Non Alam dan Penyakit,2011,1,0,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Kecelakaan
570,Kecelakaan Industri,Bencana Non Alam dan Penyakit,2015,1,0,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Kecelakaan
571,Kecelakaan Industri,Bencana Non Alam dan Penyakit,2017,1,0,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Kecelakaan
572,Kecelakaan Industri,Bencana Non Alam dan Penyakit,2019,1,0,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Kecelakaan
573,Kecelakaan Lalu Lintas,Bencana Non Alam dan Penyakit,2005,1,0,Profil Kesehatan Indonesia Tahun 2005,Lampiran 4.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Kecelakaan
