label,tweet
anger,kuliah umumnya. penyampaian informatif edukatif sih. liat ramai itu.. hmm.... berkomentar sih fokes profesi andaaa ajaaaaah
love,"semangat sayang-sayangkuh :) ku gegoleran rumah ngetawain/nangisin kalian, ku mendukungmu daam menyayangimu"
fear,"kaya kebalik gitu. socmed escape ekspresiin kegilaan. berhubung socmed seram dunia nyata, eh dunia nyata escape socmed."
anger,bigrt sat jadikan sampah jadin sampah!
sadness,"dewasa kamu, malas hal-hal drama. pertemanan penuh drama, hubungan asmara penuh drama. tahu, pekerjaanmu drama-drama melelahkan itu. *boycandra"
sadness,ya nya cepat klar
love,"oppa sekarang... sama! dengerin curhatan aku, hal-hal banget. sayang aku, hati-hati sekitar. pertahankan"
anger,manusia ngerti posisi si panitia tersebut. ganti gegara maksimal nongkrong 3 jam. 3 jam kurang? ebuset wkakaka
love,cinta hadir inginku terbaik cinta allah cinta allah cinta cinta cinta surga
anger,anjir. anak apa? eike idam ayam wow tinggal gofood nitip2 kesiapapun.. 19 mah ngerti kali teknologi kek gmn.. dimanjain ketulungan cari perhatian orangtua bocah
love,seluruhku mencintai dirimu. melekat indah. cinta lekukan tubuh sisimu. ketidaksempurnaanmu sempurna milikku.
sadness,ya alah tolong ingatkan khilaf tidak-pernah lupa menyisihkan 0:)
fear,"malam gini resah, esok. 2 malam resah berita muncul tanggal 25 kemaren."
fear,"[askmf] serius nanya, kucing bangun jamberapa ya? ambil anak kucing jalan umpetin kolong kursi takut ketauan bunda. takutnya besok pagi bunda bangun buang anak kucingnya"
fear,seram sih jualan nipu-nipu. bawa duit orang tenang kabar barangnya kaga. orderan customer beliin. :(
anger,diam lawan memparalat hukum tujuan kekuasaan ! diam lawan front linernya komunis berkedok pancasila :)
love,beda ngenalin nunjukin disosmed ngajarin cinta alam move on ampe he's the one !!
anger,orang niat bikin akun gaib memaki memarahi orang lain. marah akun gaib!!
anger,"sehari coba transfer atm bbri a/c bri bbmr lha gagal semua, atm bri telo memalukan ya,katanya satelit memalukan , gimana penjelasan nya?"
anger,ngatain bencong terserah bencong lupa ngewe giliran ngeladenin bilang bencong ehmmmm kasihan hidup
fear,"beli makeup sekali, cocok bikin beruntusan jerawatan. pengobatan nya berhari-hari. yagitu bikin pemilih makeup :') trauma muka sensitif begini."
anger,"nonton video bullying? coba cari dehh, tuh examplenya. bilang, jelek deh. ush pitam. balas yes i am a worthless human being. thanks for reminding me that dijamin mingkem"
love,"cinta, anugerah maha esa. corak, gubah, dirikan impian kejari semoga nanti. terima kasih cinta, terima kasih cinta, selamanya."
sadness,iya tur iya sombong ya :d mav sombong sma kam tur :/ kemaren2
love,"sedetik fokus langsung hilang, bikin sakit perut, kepala pusing juga. inituh gejala jatuh cinta"
happy,viral kan... biar pemerintah indonesia ekonominya pimpin djokowie.. semangat gaeess
happy,"ku putari thamrin pening kq ini, melihat-lihat. yu kno wat? baju kemeja koko bomber jacket kaos cakep2 brondong mantan w."
fear,"sekarangpun, takut stress ketemu orang. kenapa. butuh momen nenangin ketemu orang kenal, kenal. butuh latihan bertahun2 biar pura2 oke. dokterpun takut."
sadness,"pen gulingnya via valen biar menenangkan dia. via bersedih hati pastinya ini, seharian nangis dia."
happy,"semalam super random bangets beli tiket makassar. abis beli tiket kepikiran, ngapain yak makassar?. kangen jalan se-random lagi."
sadness,"kenal nikah anak listrik mantannya temenku sih, anak... ku masi nunggu wisuda ???? masanya nikah begimana si yak"
love,"mama sumber kasih sayang, mengasuh batas. mamahlah berjaga terjaga dikala malam hari. menemani, mengajarkan berjuang"
fear,"[askmf] abis baca menfess ini, calon anak rantau takut, minder, teman-teman disana diam2 kesal logat aku/ nyampur bahasa :("
fear,"salah mohon , perintahkan menkes menambah ruangan khusus ""sakit jiwa"" rumah sakit. sbab, menutup kemungkinan, pilpres, rumah sakit dibanjiri pasien ""sakit jiwa"". tanda2 kearah ada. stress"
happy,rakus 1piza laginadianti #pasta #piza
love,"lucky me, kangen sayang uwe dirantauan, gantiin keluarga, teman rantauan sayangnya kek kakak tuhannn sayangg uwe, nempatin orang disekeliling uwe"
love,"akumencintaimu disisimu, sepiku hilang. sampingmu, terjaga. bersamamu bahagia!"
happy,"makan wkwkwk. favorit cinlok (gue suka kontrakan abangnya cinlok pagi2 antri), sabana (saat khilap makan ayam), surabi solo (kalau sore mampir rebutan banget)"
fear,"tuh jalanannya kaya jalanan mati gitu, sepi, terusan orang mabuk. ngeri berhadapan orang kena pengaruh alkohol gitu. kemarin minggu habis dibegal, deket kantor polisi"
happy,kecerian teman-teman mengasikkan. . #keluargabaru . salam gowes republiksepeda mtb_indo bikestable gowesnusantara gowes_holic
sadness,bandara 1 ambon perbaikan renofasi. perkembangan bandara daerah ketinggalan bandara internasional .
love,"kamuuuuuu, kamuu specialll. cintanya kalah lain. satu. jadi, cinta cinta semua."
anger,"kost deket kantor, telat, siang tidur selonjoran sofa. teman kantor kaya gini dikatain tahi sih."
anger,"total duit diorang 600 jt. ngutang otak yahhh...ditagih pura2 mati, mati duluan, anaknya ngemis2 bingung ngembaliin nya kuliah. ditagih nunggu kuliah, kerja, cucu utang selesai tong"
sadness,"i want bb ku :( the bb kepler putih. liat chat history ku kelas 9, baca ulang gapapa. i wanna know what did i miss."
anger,coba dikasih pasukan nya.... biar ngebubarin pengajiannya ust alasan hati ormas terlarang
sadness,"maafkan kekhilafan beliau hidupnya. beliau berpulang baik, semoga almarhum tempatkan terbaik. insyaallah khusnul khatimah. amin"
anger,"pakdheku pulsa telkomselnya tetiba ilang 50k sms bpjs, 4444 provider internet disalahin... grapari kek tanya... orang tua susah dibilangin"
happy,"kali ketemu pas bayi umur 3 6 taon kelas 1 sd, time so fast... namanya raditya cita cita petugas pemadam kebakaran. pintar yo le sekohale"
love,rindu padaku cinta padaku perasaan ku sambut pelukan mesra untukmu kekasihku
love,yuta. sayang yuta ketemu yuta kangen pokoknya! yuta bikin beli stuff stuff nonton konser wkwkwkwkwkw
happy,nyante dulu.. sruput kopi biar bijak...
love,"sakit pilek, papa khawatir kadang membentak ""sudah dibilang! minum air dingin"" berbeda mama memperhatikan menasihatimu lembut, ""ketahuilah pala mengkhawatirkan keadaanmu"""
sadness,"! puasa badan kurusan lebar klimaksnya pas raya ""sekarang gemukan ya"""
anger,pancasila diuangin thr dipaksain pendidikan dijualin otak dikandangin kampus disatronin 2 periode dibatalin. #batalin2periode
anger,kecewa ......atau dipaksa golput .....presiden ri takut fpi...@divhumas_polri
anger,selamat jam pulang ngantor! selamat bermacet2 ria! pft
love,"allah terbaik aku, allah aku, allah apa... tinggal usahaku merealisasikan semua... berlindung naungan-mu ya allah"
anger,"cerita unik lainnya. provide pesan antar. kasih special service deket bayar ongkir. giliran ongkir gratis, pesennya semena-mena. bolak around 3-4 kali pesan orgnya divisi sama. #mbuh"
happy,sharing teman tuh bgt. disaat berat teman berat kita. apa2nya dibanding dia.
happy,"kemarin lusa break kantin tiba2 ceo duduk samping cerita life after marriage nya. unik beliau pesan hidup mantan pecandu narkoba, hati thanks god, you saved me from the wrong people"
happy,"hidup petualangan, ali. orang memiliki petualangannya masing-masing, petualang terbaik. -- ayah ali, matahari"
love,"cinta bangettt dd chuchu tungguin videonya :"") ditambah si dundun kucing aku, cintaaaa!!!"
anger,"suka orang sombong. tanahnya 7 hektar, aset berlimpah, saldo rekening 12 digit, itupun (baru rekening) investasi dubai diam-diam saja."
anger,jijik anat anak angkat call kau..jijik jijik...
sadness,jam 3 pagi lokasi paginya langsung kantor..bener2 karyawan berdedikasi
sadness,"libur tanggal 12 - 19..masuk tanggal 20... data tanggal 11(itu selesai semua), laporan tanggal 20... ngerjainnya???? . . adik sedih bang...adek isa diginiin..adek belajar kuat ma bang dylan..."
happy,dalane alus ..lancar trimaksih semoga sehat membangun bangsa #touringertigamania #ermanjatim #halalbihalal2018
happy,"lalu, orang-orang hepi keterima kerja/sekolah lagi, hepi nama nongol daftar :') #workshopcerpenkompas2014 #tsygmc foto:"
happy,muter muter rumah nini orangnya kari asyik ketemu @8rianna_ jam segini putri cantik ku cari
anger,"mantan ketua mpr, takluk ... ketua partai, takluk ... tertawalah buronan sang penakluk ... hahahaha. sekelompok gerombolan suka gaduh."
anger,"tolong nih gimana ya, kemarin beli flash sale bayar dikabarin stocknya abis, jualan ngecek stock apa?"
happy,"mending disuruh makan tali kopling duit 100 miliar? mah duit 100 miliar. enak, duitnya beli tali kopling. makan tali kopling sepuasnya"
sadness,"bermasalah teman, sahabat, saudara, siapapun. jenuh. menyadari problemnya sendiri. kejenuhan memuncak, tolong kabar saya."
anger,"benar2 hancur negara dikelola amatiran, kenpak mengindahkan statementnya sendiri? negara miskin koordinasi, gagah2an .. setalah salah dianulir marwahmu mr. presiden?"
sadness,@ presiden terhormat.mohon bantuan jalan kota pasuruandan kabupaten pasuruan rusak parah. mohon bantuan presiden meninjau jalan kota pasuruan kabupaten pasuruan jawa timur. rakyat tersiksa jalan rusak
happy,"alhamdulillaaaaah ya alloh engkau kesempatan kebanggan orang tua senantiasa doa kasih sayang nya saya. semoga kedepannya dea kebahagiaan kepda mah, pa"
happy,kebakaran hutan 2017 turun drastis dibandingkan tahun2 sebelumnya. berkat ketegasan memecat kapolda pangkodam kebakaran hutan terus. #2019tetapjokowi #jokowi_2_periode #jokowimembangunindonesia
love,"manja, kang spam, suka imagine, perhatian cowo, sayang cowo, kangen suka manjanya kelewatan, bawel banget, bullyable wjwk yaa wkwk"
happy,"berita ini, alhamdulillah kim #kai buka instagram lagi. sempet soel pas akun amteun welcome back mr. ato #kaioninstagram also goodnite wangjanim"
sadness,"kebodohan ramadhan: jumat kemarin kejar2an ganti2 bioskop film ini, kamingsun. what a smart smart day."
happy,"beliau disana, mendengarkan sembari tersenyum. cerita terpotong orang-orang masuk tanda tangannya. berujung inti, 'boleh pak, berdua ujian duluan?' beliau tertawa, berwibawa teduh."
sadness,"butuh teman cewek pura2 butuh teman cowok dichat jawabannya ""oh"", ""iya"", ""haha"", dll. diread."
anger,..... kasihan si anas ini.... orang percaya korupsi.... fakta kasasi artidjo pensiun.... maksudnya apa....??? mengharap putusan artidjo hukuman 14 ditelikung hakim lainnya... ?? akan..!!
fear,ngeri sih keterima ptn gobloknya pas kuliah....... ngeri aja.............. eh skripsi dibikinin orang cari kerja pakai orang dalam. hm.....
anger,grapari btc bandung ditulis buka 10:00 - 21:00 barusan ganti simcard nano sim ditolak. alasan prepare tutup. profesional ya ?
anger,"kontol jelek mengkerut twittermu, real life diajak ngewe ya. keliatan. mas dm gini kesal marah gak? kesal brrt senasib mba valen."
sadness,"cerita dikisahkan istrinya keturunan, suaminya mempertahankan rumah tangganya, si laki2 maunya si anaknya menikah keturunan. si istri lapang dada pisah,namun si laki2 kekeh mempertahankan istrinya"
fear,"[askmf] pacaran kemarin, kabar-kabaran dimana kemana. chat nya random aja. ngabarin kaya mikir 2x takut nya keganggu. wajar sih?"
sadness,"mas. sayapun kecewa, rahtawu salah objek alam favorit masyarakat kudus."
happy,yanga namanya pertemanan suka-dukanya. belajar berproses bersama. grumpytard minoruliciouces #friendship_goals
sadness,"tulisan ya? apollo pollo berdamai lalu, tinggal mbanya nih berdamai ... ah haha"
happy,"makasih suam ngeluangin nya jalan"" .. jarang ketemu jaga kesehatan ya sayang"
sadness,"min, akhir2 kualitas sinyal internet telkomsel saya, desa mlaran, kec. gebang, kab. purworejo menurun ya? 4g h+. browsing buka sosmed lelet sekali. dialami tetangga saya. mohon info"
love,"namanya sayang, disakitin kaya gimana maafin. :')"
fear,"takut, foto anak. pakai flash / blits kok, sadar bahaya kena cahaya langsung matanya. mama kurang2i fotonya ya anak"
anger,"perilaku pecundang itu,jelas"" buronan,pny kasar,intoleran,anti pancasila ya disambangi..emang anggap ulama dinegara ini?"
fear,"ya? pakai shopee sih apa, trauma euy ditipu ratusan ribu... coba ktp real dia, rekening atmnya, ditipu, tinggal laporan polisi...iya sih/?"
anger,memikirkan blunder nya... puasa nuduh melahirkan 2 koruptor besar...
fear,"ya sakit hati memamg sulit, nya jenjang rumah tangga publikan situasi ini...media jahat menyelesaikan terlontarnya"
sadness,"adaa dimana lelah perjuangan, tujuan keterbukaan, memilih mundur, menggapai tujuan lainnya."
anger,godan shoping terkutuk sebel~
love,"pasangan seringkali ""rumah""? nyaman bersamanya senyaman rumah, saja, pulang menujunya"
sadness,"dear , ta libur raya pak:( tanggal merah sehari pakk, pulang sholat-takbiran langsung merantau pak:("
fear,"kemarin ujian smp 5 pas survey ruangan keinget baca artikel horror (lol) krena tmptnya bnr2 serem, masuk merinding, iseng habis ujian cek artikelnya baca2 komen alumni sekolah2 ditulis angker"
fear,"ya allah, bukakanlah bagiku pintu-pintu surga tutupkan bagiku pintu-pintu neraka. berikanlah kemampuan padaku menelaah al qur'an ini. menurunkan ketenangan hati orang-orang mukmin."
love,dideskripsikan pokoknya kasih sayang anak-anaknya....... anak.. nikah si.. pacar gada.... pokoknya sayang anak-anakku
love,cinta cinta suci cinta rasul cinta mulia cint tuhan cinta agung.
happy,"precious feeling rappline. pas, buka ehh mas namjoon koh yoong senang tuh"
love,"selamat ulang yaa istriku semoga sehat umur ,, kesabaran tulus merawat anak ... cinta"
sadness,membenci hujan sore itu. kecewa pergi mentari bersinar. lenyap. kisahku kamu~ #masihtentangjuni #ceritakaa
fear,ceritain. takut baca tertarik sini. perempuan. because i am kinda possessive bitch for these things.
anger,teriak teriak ganti presiden...gimana pulang kampung kereta api...bagus stasiun kereta....kereta apinya bagus ber ac semua...coba 4 lalu...banyak copetnyaaahh calonyaaahh
sadness,"berpikir ikhlas. sadar, ikhlas."
anger,"liat postingannya simba via terbaru, netijennya jahat2 ih... dibilang lebai vianya.... cedih woi cewek baik"" dm nga2 mah marah"
anger,hina terus! muak keluarga ini!
anger,"terus, tolong hargai privasi. jelasin kalian, ngerti juga. berpikiran sudut pandang sendiri, sudut pandang si x, sahabat udahlah."
fear,"{mu} mandang orang jerawatan gimana sih? abis kali tes univ bicara siapa, takut nyaman jerawatku. teman pikiranku begini. tolong sarannya ya"
anger,"menawarkan 2016 /2017 lalu, kerja sales force mobil honda pindah suzuki menawarkan kog itu, blokir whatsapp aku."
anger,"enak ya metal bong... tidur hotel prodeo pecat mak mega hahahahaha sok metal selesai hidup lo... terjerat ott, pdip pecat bupati purbalingga"
happy,"o muka.... wkwk muka biar kusam kadang pakai sunscreen keluar, bikin kusam itu, pakai moisturizer aja, pakai hadalabo bagus"
happy,"alhamdulillah semoga, momen contoh bangsa ummat islam, menyambung menjalin menguatkan tali silaturahmi membawa keberkahan"
fear,seram lho berdarah takutnya extention bakteri. asli deh pakai extention tuh gatal mata
sadness,. innalillahi inna ilaihi roji'un. berduka cita meninggalnya ibunda tercinta sohib memendurehmen56 semoga almarhumah husnul khotimah amal ibadahnya diterima disisinya
love,nge cinta ngelebihin cinta githa lo. cinta you nge. teman dampingin ini. curhatan ini. no solution. hati senyum ngomong.
fear,"mah takut belok miring jatuh konyol jatuh masuk jurang ban benjol, ngebut parah ngontrol gas rem bikin mati tabrakan. pertanda coba"
happy,"1 kenal mengakrabkan diri. beruntung,mereka baik, solehah pelit suka"
sadness,hidup jaman naow panggil ustadz gampang. berpakaian muslim pakai kopyah putih bersorban rapih berani bicara menghafal ayat terjemahan anggap penceramah du ustadz mondok bertahun2
anger,"butuh maaf, 3 minggu berturut2 network down terus. pelanggan dirugikan, kompensasi!!! cc:"
love,"lagi. kesetiaan cinta diuji sakit hehe. ngeliat sayangnya papa pas ngeliat papa capenya ngurusin nenek kakek pas sakit. huhu berlinang. membicarakan papa sekali-sekali, nangis. hoho."
anger,"oh iya bro, si mumun blok tuh, ad hominem, persekusi dia. ateis banci monolog, china/ vietnam aja. negara ateis dunia kejam mbungkam agama"
anger,ampe kalah awas ya
love,"rumah sekedar benda mati pergi, rumah pergi,seperti keluarga (ayah & ibu) menenangkan marah dunia mendukung titik terendah kita. rumahku surgaku"
anger,ngerti ciwi-ciwi nyinyirin via vallen ini. korban loh. sesusah support gurlzz?
happy,positif thinking aja..susu kental manis susu nya..besok2 susunya..sama ky 2019ganti presiden..skrg presidennya kan?
